user_id,Класс,Регион,Задача 1,Задача 2,Задача 3,Задача 4,Задача 5,Сумма,Статус
14667,8,Забайкальский,-,-,-,-,-,0
14691,8,Алтайский,-,-,-,-,-,0
14753,8,Новосибирская,-,-,-,-,-,0
14851,8,Алтайский,-,-,-,-,-,0
14868,8,Кемеровская область - Кузбасс,-,-,-,-,-,0
14920,8,Алтайский,-,-,-,-,-,0
15187,8,Новосибирская,-,-,0,-,-,0
15453,8,Новосибирская,-,-,-,-,-,0
15642,8,Новосибирская,-,-,-,-,-,0
15929,8,Республика Казахстан,0,-,-,-,-,0
15931,8,Новосибирская,-,-,-,-,-,0
16975,8,Иркутская,-,-,-,-,-,0
17416,8,Челябинская,-,-,-,-,-,0
17616,8,Новосибирская,-,-,-,-,-,0
17917,8,Новосибирская,-,-,-,-,-,0
18161,8,Алтайский,-,-,-,-,-,0
18445,8,Новосибирская,-,-,-,-,-,0
18450,8,Новосибирская,-,-,-,-,-,0
18508,8,Челябинская,-,-,-,-,-,0
18581,8,Республика Казахстан,-,-,-,-,-,0
18584,8,Новосибирская,-,-,-,-,-,0
18593,8,Новосибирская,-,-,-,-,-,0
18654,8,Сахалинская,-,-,-,-,-,0
19701,8,Новосибирская,-,-,-,-,-,0
20014,8,Омская,-,-,-,-,-,0
20308,8,Челябинская,-,-,-,-,-,0
20420,8,Хакасия,-,-,-,-,-,0
20602,8,Новосибирская,-,-,-,-,-,0
20668,8,Иркутская,-,-,-,-,-,0
20812,8,Новосибирская,-,-,-,-,-,0
20951,8,Новосибирская,-,-,-,-,-,0
20983,8,Челябинская,-,-,-,-,-,0
21147,8,Кемеровская область - Кузбасс,-,-,-,-,-,0
21242,8,Новосибирская,-,-,-,-,-,0
21721,8,Алтайский,-,-,-,-,-,0
21772,8,Омская,-,-,-,-,-,0
22010,8,Курганская,-,-,-,-,-,0
22167,8,Республика Казахстан,-,-,-,-,-,0
22318,8,Кемеровская область - Кузбасс,-,-,-,-,-,0
22468,8,Камчатский,-,-,-,-,-,0
22586,8,Алтайский,-,-,-,-,-,0
22664,8,Новосибирская,-,-,-,-,-,0
22853,8,Новосибирская,-,-,-,-,-,0
22975,8,Челябинская,-,-,-,-,-,0
23245,8,Курганская,-,-,-,-,-,0
23325,8,Курганская,-,-,-,-,-,0
23470,8,Алтайский,-,-,-,-,-,0
23623,8,Новосибирская,-,-,-,-,-,0
23684,8,Алтайский,-,-,-,-,-,0
24335,8,Новосибирская,-,-,-,-,-,0
24378,8,Челябинская,-,-,-,-,-,0
24798,8,Новосибирская,-,-,-,-,-,0
25145,8,Новосибирская,-,-,-,-,-,0
25354,8,Новосибирская,-,-,-,-,-,0
25560,8,Челябинская,-,-,-,-,-,0
25746,8,Омская,-,-,-,-,-,0
25751,8,Новосибирская,-,-,-,-,-,0
26360,8,Республика Казахстан,-,-,-,-,-,0
26691,8,Новосибирская,-,-,-,-,-,0
26782,8,Красноярский,-,-,-,-,-,0
26990,8,Свердловская,-,-,-,-,-,0
28461,8,Алтайский,-,-,-,-,-,0
28566,8,Бурятия,-,-,-,-,-,0
28737,8,Алтайский,-,-,-,-,-,0
28921,8,Тюменская,-,-,-,-,-,0
29200,8,Челябинская,-,-,-,-,-,0
29219,8,Челябинская,-,-,-,-,-,0
29236,8,Челябинская,-,-,-,-,-,0
29309,8,Новосибирская,-,-,-,-,-,0
29721,8,Тюменская,-,-,-,-,-,0
29774,8,Кемеровская область - Кузбасс,-,-,-,-,-,0
29915,8,Иркутская,0,0,0,-,-,0
29970,8,Алтайский,-,-,-,-,-,0
30065,8,Кемеровская область - Кузбасс,-,-,-,-,-,0
30119,8,Алтайский,-,-,-,-,-,0
30213,8,Республика Казахстан,-,-,-,-,-,0
30531,8,Курганская,-,-,-,-,-,0
30606,8,Приморский,-,-,-,-,-,0
30624,8,Свердловская,-,-,-,-,-,0
30708,8,Амурская,-,-,-,-,-,0
30895,8,Красноярский,-,-,-,-,-,0
31059,8,Новосибирская,-,-,-,-,-,0
31071,8,Иркутская,-,-,-,-,-,0
31072,8,Иркутская,-,-,-,-,-,0
31126,8,Кемеровская область - Кузбасс,-,-,-,-,-,0
31384,8,Республика Корея,-,-,-,-,-,0
32220,8,Новосибирская,-,-,-,-,-,0
32366,8,Курганская,0,-,-,-,-,0
32367,8,Курганская,-,-,-,-,-,0,
32369,8,Курганская,-,-,-,-,-,0,
32372,8,Курганская,-,-,-,-,-,0,
32377,8,Курганская,-,-,-,-,-,0,
32380,8,Курганская,-,-,-,-,-,0,
32384,8,Курганская,-,-,-,-,-,0,
32835,8,Новосибирская,-,-,-,-,-,0,
32885,8,Алтайский,-,-,-,-,-,0,
3522,9,Новосибирская,7,7,7,7,7,35,Победитель
1718,9,Новосибирская,7,7,6,7,7,34,Победитель
9031,9,Новосибирская,7,7,6,7,7,34,Победитель
31427,9,Новосибирская,7,7,6,7,5,32,Победитель
18603,9,Омская,7,7,5,7,5,31,Победитель
3597,9,Новосибирская,6,7,6,7,4,30,Победитель
917,9,Алтайский,7,7,6,7,2,29,Победитель
497,9,Новосибирская,6,7,6,7,2,28,Победитель
8460,9,Свердловская,7,7,7,7,-,28,Победитель
13411,9,Новосибирская,7,7,7,7,-,28,Победитель
16968,9,Новосибирская,7,7,7,7,-,28,Победитель
21780,9,Новосибирская,7,7,7,7,-,28,Победитель
22524,9,Красноярский,7,7,7,7,-,28,Победитель
27101,9,Кемеровская область - Кузбасс,6,7,6,7,2,28,Победитель
30121,9,Республика Казахстан,7,7,7,7,-,28,Победитель
2652,9,Новосибирская,7,7,6,7,-,27,Победитель
2969,9,Кемеровская область - Кузбасс,7,7,6,7,-,27,Победитель
10477,9,Новосибирская,7,7,6,7,0,27,Победитель
12138,9,Новосибирская,7,7,6,7,-,27,Победитель
17781,9,Ханты-Мансийский Автономный округ - Югра,7,7,6,7,-,27,Победитель
22687,9,Республика Казахстан,7,7,6,7,0,27,Победитель
23312,9,Алтайский,7,7,6,7,0,27,Победитель
32782,9,Новосибирская,7,7,6,7,-,27,Победитель
5773,9,Саха /Якутия/,7,7,6,6,-,26,Победитель
10946,9,Новосибирская,7,7,6,6,-,26,Победитель
13424,9,Кемеровская область - Кузбасс,7,7,5,7,0,26,Победитель
30867,9,Республика Казахстан,6,7,6,7,-,26,Победитель
30998,9,Новосибирская,6,7,6,7,0,26,Победитель
1072,9,Хабаровский,6,7,6,2,4,25,Победитель
23495,9,Омская,7,0,6,7,5,25,Победитель
31818,9,Красноярский,7,3,7,7,1,25,Победитель
3755,9,Новосибирская,3,7,7,7,0,24,Победитель
24829,9,Хабаровский,7,3,6,7,1,24,Победитель
26233,9,Забайкальский,3,7,7,7,0,24,Победитель
30011,9,Сахалинская,3,7,7,7,0,24,Победитель
30866,9,Республика Казахстан,3,7,7,7,0,24,Победитель
30869,9,Республика Казахстан,7,3,7,7,-,24,Победитель
31839,9,Новосибирская,7,7,7,3,0,24,Победитель
5897,9,Новосибирская,3,7,6,7,0,23,Призёр
16753,9,Новосибирская,7,3,6,7,0,23,Призёр
30884,9,Алтайский,3,7,6,7,0,23,Призёр
4237,9,Свердловская,6,3,6,7,0,22,Призёр
9631,9,Челябинская,6,3,6,7,0,22,Призёр
25046,9,Кемеровская область - Кузбасс,6,3,6,7,0,22,Призёр
30227,9,Кемеровская область - Кузбасс,5,3,7,7,0,22,Призёр
30620,9,Красноярский,3,7,5,7,0,22,Призёр
9210,9,Свердловская,7,7,0,7,0,21,Призёр
15358,9,Томская,7,7,7,0,-,21,Призёр
26525,9,Новосибирская,6,7,2,6,-,21,Призёр
32494,9,Кемеровская область - Кузбасс,5,3,6,7,0,21,Призёр
1377,9,Томская,0,7,6,7,0,20,Призёр
7719,9,Тюменская,6,7,0,7,0,20,Призёр
8322,9,Новосибирская,7,7,6,-,-,20,Призёр
22798,9,Новосибирская,7,3,2,7,0,19,Призёр
31865,9,Кемеровская область - Кузбасс,5,7,-,7,0,19,Призёр
114,9,Новосибирская,7,7,3,-,0,17,Призёр
21565,9,Новосибирская,7,3,0,7,0,17,Призёр
28846,9,Курганская,7,7,1,-,2,17,Призёр
31247,9,Свердловская,7,3,0,7,0,17,Призёр
117,9,Новосибирская,3,7,6,-,0,16,Призёр
2185,9,Свердловская,7,3,6,-,-,16,Призёр
9616,9,Тюменская,7,3,6,-,-,16,Призёр
12391,9,Курганская,7,2,0,7,-,16,Призёр
1594,9,Новосибирская,6,2,0,7,0,15,Призёр
6628,9,Новосибирская,3,7,0,5,0,15,Призёр
20206,9,Свердловская,6,7,-,2,0,15,Призёр
24151,9,Кемеровская область - Кузбасс,3,7,5,-,0,15,Призёр
26911,9,Новосибирская,3,7,5,-,0,15,Призёр
30534,9,Ханты-Мансийский Автономный округ - Югра,3,3,6,3,0,15,Призёр
31345,9,Новосибирская,7,7,1,-,-,15,Призёр
13364,9,Республика Казахстан,7,7,0,0,0,14,
13496,9,Челябинская,7,7,-,-,-,14,
23266,9,Новосибирская,7,7,-,-,-,14,
25584,9,Омская,7,7,-,-,-,14,
27922,9,Томская,7,7,-,-,0,14,
28468,9,Ханты-Мансийский Автономный округ - Югра,3,3,6,2,-,14,
32185,9,Хабаровский,7,7,0,-,-,14,
32196,9,Хабаровский,7,7,0,-,-,14,
32631,9,Красноярский,7,7,0,0,0,14,
466,9,Новосибирская,6,7,-,-,-,13,
2273,9,Новосибирская,3,3,-,7,0,13,
5002,9,Новосибирская,7,0,6,-,0,13,
10608,9,Новосибирская,7,-,6,-,-,13,
19434,9,Новосибирская,7,3,3,-,0,13,
22766,9,Ханты-Мансийский Автономный округ - Югра,-,0,6,7,-,13,
24427,9,Иркутская,6,7,0,0,0,13,
6050,9,Новосибирская,7,3,2,-,-,12,
15128,9,Новосибирская,6,6,-,-,-,12,
20190,9,Свердловская,3,3,6,-,0,12,
26697,9,Омская,3,3,6,-,0,12,
26786,9,Свердловская,6,6,0,-,-,12,
27207,9,Республика Казахстан,3,3,6,0,0,12,
28223,9,Тюменская,6,-,6,-,0,12,
32116,9,Томская,3,3,4,2,0,12,
18234,9,Камчатский,5,-,6,-,-,11,
30723,9,Кемеровская область - Кузбасс,3,-,6,2,0,11,
7239,9,Тюменская,3,7,0,0,0,10,
16527,9,Ханты-Мансийский Автономный округ - Югра,3,7,0,-,-,10
24863,9,Ханты-Мансийский Автономный округ - Югра,3,7,0,0,0,10
24930,9,Кемеровская область - Кузбасс,3,7,-,-,-,10
30671,9,Красноярский,7,3,-,-,-,10
31563,9,Свердловская,7,3,0,-,0,10
31721,9,Томская,3,3,2,2,0,10
32704,9,Томская,5,5,-,-,-,10
20177,9,Новосибирская,6,3,0,-,0,9
21276,9,Свердловская,6,3,0,-,-,9
21915,9,Алтайский,6,-,3,-,-,9
31529,9,Свердловская,0,3,6,-,-,9
30189,9,Ханты-Мансийский Автономный округ - Югра,3,3,0,2,0,8
32917,9,Алтайский,5,3,0,-,-,8
1007,9,Новосибирская,7,-,-,-,-,7
3713,9,Новосибирская,7,-,-,-,-,7
11514,9,Новосибирская,-,-,0,7,-,7
16449,9,Новосибирская,7,-,-,-,-,7
31694,9,Красноярский,5,-,-,2,-,7
2803,9,Красноярский,3,3,0,-,-,6
4484,9,Новосибирская,3,3,0,-,0,6
16091,9,Республика Казахстан,3,-,3,0,0,6
19937,9,Саха /Якутия/,3,3,0,-,-,6
20199,9,Свердловская,0,3,3,0,0,6
21547,9,Челябинская,3,3,-,0,-,6
22014,9,Челябинская,3,3,0,0,-,6
22443,9,Челябинская,3,3,0,0,0,6
22635,9,Алтайский,6,-,-,-,-,6
26898,9,Забайкальский,6,-,-,-,-,6
28898,9,Новосибирская,3,3,0,-,0,6
30308,9,Камчатский,3,3,-,-,0,6
31237,9,Новосибирская,6,-,0,-,0,6
31346,9,Новосибирская,3,3,0,-,0,6
32167,9,Челябинская,3,3,0,0,0,6
32808,9,Челябинская,6,-,-,-,-,6
32903,9,Хабаровский,3,3,0,-,0,6
32974,9,Алтайский,3,3,0,-,-,6
28481,9,Алтайский,5,-,-,-,0,5
6841,9,Новосибирская,0,3,-,1,-,4
4924,9,Республика Казахстан,3,0,0,0,0,3
9006,9,Алтайский,3,-,0,-,0,3
13240,9,Новосибирская,3,-,0,-,-,3
13728,9,Новосибирская,0,3,-,-,0,3
15432,9,Новосибирская,3,-,-,-,-,3
20025,9,Омская,0,3,0,-,0,3
25255,9,Алтайский,3,-,-,-,0,3
30104,9,Красноярский,3,-,0,-,-,3
30350,9,Саха /Якутия/,0,3,0,0,0,3
32142,9,Новосибирская,3,-,-,-,-,3
32605,9,Новосибирская,3,0,0,0,0,3
31921,9,Новосибирская,0,0,0,2,0,2
73,9,Новосибирская,-,-,-,-,-,0
199,9,Новосибирская,-,-,-,-,-,0
282,9,Свердловская,-,-,-,-,-,0
329,9,Алтайский,-,-,-,-,-,0
349,9,Сахалинская,-,-,-,-,-,0
443,9,Новосибирская,-,-,-,-,-,0
445,9,Новосибирская,-,-,-,-,-,0
1158,9,Сахалинская,-,-,-,-,-,0
2126,9,Новосибирская,-,-,-,-,-,0
2257,9,Новосибирская,-,-,-,-,-,0
2461,9,Новосибирская,-,-,-,-,-,0
2486,9,Забайкальский,-,-,-,-,-,0
3093,9,Забайкальский,-,-,-,-,-,0
3525,9,Челябинская,-,-,-,-,-,0
3546,9,Красноярский,-,-,-,-,-,0
3789,9,Новосибирская,-,-,-,-,-,0
3791,9,Новосибирская,-,-,-,-,-,0
4053,9,Новосибирская,-,-,-,-,-,0
4798,9,Новосибирская,-,-,-,-,-,0
4826,9,Республика Узбекистан,-,-,-,-,-,0
5023,9,Алтайский,-,-,-,-,-,0
5519,9,Свердловская,-,-,-,-,-,0
5651,9,Кемеровская область - Кузбасс,-,-,-,-,-,0
5730,9,Саха /Якутия/,-,-,-,-,-,0
6581,9,Хабаровский,-,-,-,-,-,0
6777,9,Саха /Якутия/,-,-,-,-,-,0
6953,9,Алтайский,-,-,-,-,-,0
6958,9,Кемеровская область - Кузбасс,-,-,-,-,-,0
7128,9,Томская,-,-,-,-,-,0
7738,9,Новосибирская,-,-,-,-,-,0
7785,9,Иркутская,-,-,-,-,-,0
7924,9,Новосибирская,-,-,-,-,-,0
7996,9,Тюменская,-,-,-,-,-,0
8149,9,Новосибирская,-,-,-,-,-,0
8321,9,Новосибирская,-,-,-,-,-,0
8433,9,Омская,-,-,-,-,-,0
8597,9,Курганская,-,-,-,-,-,0
9040,9,Забайкальский,-,-,-,-,-,0
9079,9,Забайкальский,-,-,-,-,-,0
9487,9,Новосибирская,-,-,-,-,-,0
9562,9,Кемеровская область - Кузбасс,-,-,-,-,-,0
10080,9,Кемеровская область - Кузбасс,-,-,-,-,-,0
10085,9,Бурятия,-,-,-,-,-,0
10651,9,Кемеровская область - Кузбасс,-,-,-,-,-,0
10879,9,Новосибирская,-,-,-,-,-,0
10990,9,Ханты-Мансийский Автономный округ - Югра,-,-,-,-,-,0
11004,9,Красноярский,-,-,-,-,-,0
11185,9,Бурятия,-,-,-,-,-,0
11421,9,Тюменская,-,-,-,-,-,0
11496,9,Новосибирская,-,-,-,-,-,0
11628,9,Новосибирская,-,-,-,-,-,0
11648,9,Алтайский,-,-,-,-,-,0
11692,9,Новосибирская,-,-,-,-,-,0
12025,9,Новосибирская,0,-,0,-,0,0
12085,9,Новосибирская,-,-,-,-,-,0
12152,9,Новосибирская,-,-,-,-,-,0
12178,9,Омская,-,-,-,-,-,0
12260,9,Тюменская,-,-,-,-,-,0
12293,9,Новосибирская,-,-,-,-,-,0
12303,9,Алтайский,-,-,-,-,-,0
12538,9,Свердловская,-,-,-,-,-,0
12753,9,Тюменская,-,-,-,-,-,0
12873,9,Новосибирская,-,-,-,-,-,0
12894,9,Хакасия,-,-,-,-,-,0
13114,9,Новосибирская,-,-,-,-,-,0
13127,9,Новосибирская,-,-,-,-,-,0
13474,9,Свердловская,-,-,-,-,-,0
13793,9,Бурятия,-,-,-,-,-,0
13877,9,Иркутская,-,-,-,-,-,0
13990,9,Ханты-Мансийский Автономный округ - Югра,-,-,-,-,-,0
14325,9,Забайкальский,-,-,-,-,-,0
14346,9,Бурятия,-,-,-,-,-,0
14859,9,Кемеровская область - Кузбасс,-,-,-,-,-,0
15112,9,Тюменская,-,-,-,-,-,0
15163,9,Бурятия,-,-,-,-,-,0
15468,9,Новосибирская,-,-,-,-,-,0
15744,9,Алтайский,-,-,-,-,-,0
15949,9,Алтайский,-,-,-,-,-,0
16155,9,Забайкальский,-,-,-,-,-,0
16164,9,Иркутская,-,-,-,-,-,0
16702,9,Тюменская,-,-,-,-,-,0
16900,9,Ханты-Мансийский Автономный округ - Югра,-,-,-,-,-,0
16960,9,Омская,-,-,-,-,-,0
17032,9,Хакасия,-,-,-,-,-,0
17286,9,Новосибирская,-,-,-,-,-,0
17829,9,Иркутская,-,-,-,-,-,0
18029,9,Кемеровская область - Кузбасс,-,-,-,-,-,0
18233,9,Кемеровская область - Кузбасс,-,-,-,-,-,0
18271,9,Забайкальский,-,-,-,-,-,0
18339,9,Хабаровский,-,-,-,-,-,0
18401,9,Тюменская,-,-,-,-,-,0
18757,9,Алтайский,-,-,-,-,-,0
18771,9,Приморский,-,-,-,-,-,0
19166,9,Кемеровская область - Кузбасс,-,-,-,-,-,0
19826,9,Челябинская,-,-,-,-,-,0
19842,9,Новосибирская,-,-,-,-,-,0
19892,9,Бурятия,-,-,-,-,-,0
19966,9,Новосибирская,-,-,-,-,-,0
20504,9,Кемеровская область - Кузбасс,-,-,-,-,-,0
20662,9,Кемеровская область - Кузбасс,-,-,-,-,-,0
21514,9,Алтайский,-,-,-,-,-,0
21626,9,Кемеровская область - Кузбасс,-,-,-,-,-,0
21640,9,Новосибирская,0,0,-,-,-,0
21889,9,Челябинская,-,-,-,-,-,0
21899,9,Новосибирская,-,-,-,-,-,0
21964,9,Республика Казахстан,-,-,-,-,-,0
22066,9,Омская,-,-,-,-,-,0
22133,9,Алтайский,-,-,-,-,-,0
22440,9,Новосибирская,-,-,-,-,-,0
22454,9,Новосибирская,-,-,-,-,-,0
22542,9,Новосибирская,-,-,-,-,-,0
22650,9,Новосибирская,-,-,-,-,-,0
22857,9,Свердловская,-,-,-,-,-,0
22965,9,Кемеровская область - Кузбасс,-,-,-,-,-,0
23128,9,Тюменская,-,-,-,-,-,0
23158,9,Новосибирская,-,-,-,-,-,0
23370,9,Курганская,-,-,-,-,-,0
23858,9,Ханты-Мансийский Автономный округ - Югра,-,-,-,-,-,0
23871,9,Республика Казахстан,-,-,-,-,-,0
23910,9,Челябинская,-,-,-,-,-,0
23975,9,Новосибирская,-,-,-,-,-,0
24088,9,Новосибирская,-,-,-,-,-,0
24348,9,Алтайский,-,-,-,-,-,0
24375,9,Иркутская,-,-,-,-,-,0
24405,9,Красноярский,-,-,-,-,-,0
24470,9,Бурятия,-,-,-,-,-,0
24557,9,Томская,-,-,-,-,-,0
24580,9,Новосибирская,-,-,-,-,-,0
25101,9,Челябинская,-,-,-,-,-,0
25410,9,Новосибирская,-,-,-,-,-,0
25516,9,Алтайский,-,-,-,-,-,0
25664,9,Алтайский,-,-,-,-,-,0
25691,9,Челябинская,-,-,-,-,-,0
25825,9,Челябинская,-,-,-,-,-,0
25962,9,Алтайский,-,-,-,-,-,0
26157,9,Томская,-,-,-,-,-,0
26320,9,Новосибирская,-,-,-,-,-,0
27248,9,Новосибирская,-,-,-,-,-,0
27474,9,Свердловская,-,-,-,-,-,0
28546,9,Саха /Якутия/,-,-,-,-,-,0
28573,9,Курганская,-,-,-,-,-,0
28635,9,Томская,-,-,-,-,-,0
28856,9,Курганская,-,-,-,-,-,0
29111,9,Новосибирская,-,-,-,-,-,0
29179,9,Алтайский,-,-,-,-,-,0
29426,9,Хабаровский,-,-,-,-,-,0
29428,9,Бурятия,-,-,-,-,-,0
29481,9,Тюменская,-,-,-,-,-,0
29604,9,Свердловская,-,-,-,-,-,0
30087,9,Саха /Якутия/,-,-,-,-,-,0
30196,9,Ханты-Мансийский Автономный округ - Югра,-,-,-,-,-,0
30310,9,Алтайский,-,-,-,-,-,0
30313,9,Свердловская,-,-,-,-,-,0
30468,9,Кемеровская область - Кузбасс,-,-,-,-,-,0
30576,9,Тыва,-,-,-,-,-,0
30579,9,Тыва,-,-,-,-,-,0
30627,9,Свердловская,-,-,-,-,-,0
30714,9,Новосибирская,-,-,-,-,-,0
30788,9,Новосибирская,-,-,-,-,-,0
30829,9,Новосибирская,-,-,-,-,-,0
30930,9,Кемеровская область - Кузбасс,-,-,-,-,-,0,
31081,9,Свердловская,-,-,-,-,-,0,
31272,9,Новосибирская,-,-,-,-,-,0,
31323,9,Саха /Якутия/,-,-,-,-,-,0,
31330,9,Новосибирская,-,-,-,-,-,0,
31482,9,Новосибирская,-,-,-,-,-,0,
31518,9,Сахалинская,-,-,-,-,-,0,
31523,9,Курганская,-,-,-,-,-,0,
31635,9,Тюменская,-,-,-,-,-,0,
31748,9,Красноярский,-,-,-,-,-,0,
32186,9,Хабаровский,-,-,-,-,-,0,
32202,9,Иркутская,-,-,-,-,-,0,
32204,9,Курганская,-,-,-,-,0,0,
32237,9,Новосибирская,-,-,-,-,-,0,
32383,9,Приморский,-,-,-,-,-,0,
32439,9,Саха /Якутия/,-,-,-,-,-,0,
32458,9,Кемеровская область - Кузбасс,-,-,-,-,-,0,
32517,9,Курганская,-,-,-,-,-,0,
32521,9,Курганская,-,-,-,-,-,0,
32598,9,Новосибирская,-,-,-,-,-,0,
32599,9,Новосибирская,-,-,-,-,-,0,
32608,9,Новосибирская,-,-,-,-,-,0,
32610,9,Новосибирская,-,-,-,-,-,0,
32702,9,Томская,-,-,-,-,-,0,
32711,9,Новосибирская,-,-,-,-,-,0,
16821,10,Ханты-Мансийский Автономный округ - Югра,7,7,7,7,7,35,Победитель
31400,10,Новосибирская,7,7,7,7,7,35,Победитель
12202,10,Ханты-Мансийский Автономный округ - Югра,6,6,7,7,7,33,Победитель
17345,10,Ханты-Мансийский Автономный округ - Югра,7,7,7,7,2,30,Победитель
24961,10,Красноярский,7,7,7,7,2,30,Победитель
28572,10,Приморский,7,7,7,7,-,28,Победитель
31137,10,Новосибирская,7,7,0,7,7,28,Победитель
2207,10,Ханты-Мансийский Автономный округ - Югра,-,6,7,7,5,25,Победитель
21770,10,Ханты-Мансийский Автономный округ - Югра,-,6,7,7,5,25,Победитель
887,10,Ханты-Мансийский Автономный округ - Югра,-,7,7,7,1,22,Победитель
15999,10,Алтайский,1,-,7,7,7,22,Победитель
25579,10,Омская,1,7,7,7,-,22,Победитель
4679,10,Новосибирская,7,7,7,-,-,21,Призёр
5007,10,Новосибирская,7,0,7,7,-,21,Призёр
21080,10,Красноярский,7,7,7,0,0,21,Призёр
24959,10,Красноярский,7,0,7,7,-,21,Призёр
28618,10,Красноярский,7,-,7,7,-,21,Призёр
28653,10,Красноярский,7,0,7,7,-,21,Призёр
31880,10,Красноярский,-,-,7,7,7,21,Призёр
32049,10,Республика Казахстан,1,6,7,7,0,21,Призёр
4736,10,Ханты-Мансийский Автономный округ - Югра,1,7,7,-,5,20,Призёр
12484,10,Курганская,6,-,7,7,-,20,Призёр
16060,10,Ханты-Мансийский Автономный округ - Югра,1,0,7,7,4,19,Призёр
26803,10,Кемеровская область - Кузбасс,5,7,7,-,0,19,Призёр
30019,10,Иркутская,1,0,7,7,4,19,Призёр
30609,10,Республика Казахстан,0,7,7,0,5,19,Призёр
20617,10,Хабаровский,4,7,7,-,-,18,Призёр
31879,10,Красноярский,1,0,7,7,1,16,Призёр
28115,10,Кемеровская область - Кузбасс,0,0,7,6,2,15,Призёр
11479,10,Новосибирская,7,-,7,-,0,14,Призёр
13774,10,Новосибирская,-,7,7,0,-,14,Призёр
15934,10,Новосибирская,7,-,7,-,-,14,Призёр
19314,10,Курганская,7,0,7,-,-,14,Призёр
29313,10,Курганская,-,-,7,7,-,14,Призёр
31872,10,Красноярский,0,-,7,7,-,14,Призёр
22741,10,Камчатский,6,-,7,0,-,13,Призёр
28716,10,Приморский,1,3,7,0,2,13,Призёр
10977,10,Алтайский,0,-,7,-,3,10,
13441,10,Омская,1,0,0,7,2,10,
21939,10,Новосибирская,0,6,4,0,0,10,
27423,10,Новосибирская,1,-,7,-,2,10,
28282,10,Кемеровская область - Кузбасс,1,0,0,7,2,10,
30703,10,Челябинская,0,0,7,0,2,9,
1996,10,Ханты-Мансийский Автономный округ - Югра,1,-,7,-,-,8,
14363,10,Сахалинская,1,-,5,-,2,8,
31140,10,Новосибирская,1,0,7,0,-,8
32132,10,Курганская,1,-,7,-,-,8
4721,10,Челябинская,1,-,4,-,2,7
8876,10,Новосибирская,7,-,-,-,-,7
10845,10,Новосибирская,-,-,7,-,-,7
26285,10,Красноярский,-,-,7,-,-,7
31025,10,Кемеровская область - Кузбасс,0,-,7,0,-,7
11478,10,Омская,1,3,0,-,2,6
12067,10,Омская,4,-,0,-,2,6
28360,10,Новосибирская,0,-,4,-,2,6
31051,10,Республика Казахстан,-,-,4,0,2,6
7843,10,Кемеровская область - Кузбасс,1,-,4,0,-,5
28949,10,Новосибирская,1,-,0,-,3,4
31570,10,Красноярский,1,-,3,0,-,4
32154,10,Камчатский,1,0,0,0,2,3
32423,10,Новосибирская,1,-,0,-,2,3
32450,10,Новосибирская,1,-,0,-,2,3
15336,10,Республика Узбекистан,0,0,0,-,2,2
3040,10,Новосибирская,1,-,-,-,-,1
3803,10,Саха /Якутия/,1,-,-,-,-,1
18047,10,Ханты-Мансийский Автономный округ - Югра,1,-,0,-,-,1
18256,10,Новосибирская,1,-,-,-,-,1
22324,10,Новосибирская,1,-,0,-,0,1
28971,10,Алтайский,1,-,0,-,0,1
29168,10,Челябинская,1,-,0,-,-,1
29897,10,Республика Казахстан,1,0,0,0,0,1
30146,10,Новосибирская,1,-,-,-,-,1
32430,10,Новосибирская,1,0,0,0,0,1
32441,10,Новосибирская,1,0,-,-,-,1
106,10,Красноярский,-,-,-,-,-,0
131,10,Ханты-Мансийский Автономный округ - Югра,-,-,-,-,-,0
180,10,Челябинская,-,-,-,-,-,0
449,10,Республика Казахстан,0,0,0,0,0,0
531,10,Новосибирская,-,-,-,-,-,0
627,10,Бурятия,-,-,-,-,-,0
703,10,Новосибирская,-,-,-,-,-,0
731,10,Кемеровская область - Кузбасс,-,-,-,-,-,0
851,10,Республика Казахстан,0,-,-,0,0,0
858,10,Алтайский,-,-,-,-,-,0
873,10,Новосибирская,-,-,-,-,-,0
961,10,Кемеровская область - Кузбасс,-,-,-,-,-,0
1010,10,Новосибирская,-,-,-,-,-,0
1048,10,Республика Казахстан,-,-,0,0,0,0
1546,10,Новосибирская,-,-,-,-,-,0
1592,10,Алтайский,-,-,-,-,-,0
1805,10,Новосибирская,-,-,-,-,-,0
2033,10,Новосибирская,-,-,-,-,-,0
2132,10,Москва,-,-,-,-,-,0
2161,10,Новосибирская,-,-,-,-,-,0
2245,10,Ханты-Мансийский Автономный округ - Югра,-,-,-,-,-,0
2263,10,Новосибирская,-,-,-,-,-,0
2288,10,Бурятия,-,-,-,-,-,0
2289,10,Саха /Якутия/,0,0,0,0,0,0
2318,10,Челябинская,-,-,-,-,-,0
2436,10,Ханты-Мансийский Автономный округ - Югра,-,-,-,-,-,0
2523,10,Новосибирская,-,-,-,-,-,0
2578,10,Сахалинская,0,0,0,0,-,0
2606,10,Новосибирская,-,-,-,-,-,0
2646,10,Хабаровский,-,-,-,-,-,0
2748,10,Новосибирская,0,0,0,0,0,0
2829,10,Омская,-,-,-,-,-,0
3112,10,Новосибирская,-,-,-,-,-,0
3203,10,Бурятия,-,-,-,-,-,0
3820,10,Алтайский,-,-,0,-,0,0
3931,10,Новосибирская,-,-,-,0,-,0
4024,10,Республика Казахстан,-,-,-,-,-,0
