id,,Класс,Регион,Задача 1,Задача 2,Задача 3,Задача 4,Задача 5,Сумма,Статус
7721,7,Саха /Якутия/,0,0,0,0,0,0,Участник
9360,7,Иркутская,0,0,0,0,0,0,Участник
10664,7,Саха /Якутия/,0,0,0,0,0,0,Участник
13796,7,Саха /Якутия/,0,0,0,0,0,0,Участник
21596,7,Челябинская,0,0,0,0,0,0,Участник
24315,7,Новосибирская,0,0,0,0,0,0,Участник
25252,7,Кемеровская область - Кузбасс,0,0,0,0,0,0,Участник
25633,7,Челябинская,0,0,0,0,0,0,Участник
28520,7,Бурятия,0,0,0,0,0,0,Участник
28601,7,Алтайский,0,0,0,0,0,0,Участник
28658,7,Республика Казахстан,0,0,0,0,0,0,Участник
28666,7,Республика Казахстан,0,0,0,0,0,0,Участник
28881,7,Бурятия,0,0,0,0,0,0,Участник
28998,7,Новосибирская 0,,0,0,0,0,0,Участник
29117,7,Тюменская 0,,0,0,0,0,0,Участник
29251,7,Новосибирская 0,,0,0,0,0,0,Участник
29298,7,Бурятия 0,,0,0,0,0,0,Участник
30385,7,Бурятия 0,,0,0,0,0,0,Участник
3518,8,Новосибирская 7,,7,7,7,7,35,Победитель
3542,8,Калининградская 7,,7,7,7,7,35,Победитель
5549,8,Тюменская 7,,7,7,7,7,35,Победитель
7075,8,Новосибирская 7,,7,7,7,7,35,Победитель
7532,8,Пензенская 7,,7,7,7,7,35,Победитель
7994,8,Новосибирская 7,,7,7,7,7,35,Победитель
9715,8,Тюменская 7,,7,7,7,7,35,Победитель
17823,8,Бурятия 7,,7,7,7,7,35,Победитель
20500,8,Алтайский 7,,7,7,7,7,35,Победитель
23659,8,Чувашская Республика 7,,7,7,7,7,35,Победитель
29702,8,Курганская 7,,7,7,7,7,35,Победитель
10091,8,Иркутская 7,,7,7,7,6,34,Победитель
11546,8,Бурятия 7,,7,7,6,7,34,Победитель
23638,8,Тюменская 7,,5,7,7,7,33,Победитель
11223,8,Томская 7,,7,7,4,7,32,Победитель
12573,8,Тюменская 7,,3,7,7,7,31,Победитель
13221,8,Бурятия 7,,7,7,7,3,31,Победитель
31,8,Кемеровская область - Кузбасс 7,,7,7,2,7,30,Победитель
3870,8,Алтайский 7,,7,7,7,2,30,Победитель
8564,8,Московская 7,,7,7,2,7,30,Победитель
9643,8,Московская 7,,7,7,2,7,30,Победитель
11915,8,Санкт-Петербург 7,,7,7,2,7,30,Победитель
21064,8,Бурятия 7,,7,7,2,7,30,Победитель
23325,8,Курганская 7,,7,4,5,7,30,Победитель
14679,8,Иркутская 7,,7,7,2,6,29,Призёр_2
501,8,Новосибирская 7,,7,7,7,0,28,Призёр_2
814,8,Курганская 7,,7,7,0,7,28,Призёр_2
1980,8,Краснодарский 7,,7,7,0,7,28,Призёр_2
2233,8,Новосибирская 7,,7,7,7,0,28,Призёр_2
2891,8,Краснодарский 7,,7,7,0,7,28,Призёр_2
4297,8,Мордовия 0,,7,7,7,7,28,Призёр_2
7204,8,Тюменская 7,,7,7,0,7,28,Призёр_2
7939,8,Новосибирская 7,,7,7,7,0,28,Призёр_2
8789,8,Новосибирская 7,,7,7,7,0,28,Призёр_2
9422,8,Новосибирская 7,,7,7,0,7,28,Призёр_2
12393,8,Бурятия 7,,7,7,0,7,28,Призёр_2
14800,8,Алтайский 7,,7,0,7,7,28,Призёр_2
16705,8,Алтайский 7,,7,7,7,0,28,Призёр_2
18166,8,Бурятия 7,,7,7,7,0,28,Призёр_2
20250,8,Тюменская 7,,7,7,0,7,28,Призёр_2
20812,8,Новосибирская 7,,7,7,7,0,28,Призёр_2
20846,8,Москва 7,,7,5,2,7,28,Призёр_2
21040,8,Мордовия 7,,7,7,0,7,28,Призёр_2
21325,8,Тюменская 7,,7,7,0,7,28,Призёр_2
22349,8,Нижегородская 7,,7,7,0,7,28,Призёр_2
22819,8,Курганская 7,,7,7,0,7,28,Призёр_2
23331,8,Курганская 7,,7,7,0,7,28,Призёр_2
23563,8,Новосибирская 7,,7,7,0,7,28,Призёр_2
24167,8,Ямало-Ненецкий 7,,7,7,0,7,28,Призёр_2
25624,8,Саха /Якутия/ 7,,7,5,2,7,28,Призёр_2
29309,8,Новосибирская 7,,7,7,5,2,28,Призёр_2
29857,8,Ханты-Мансийский Автономный округ7 - Югра,,7,7,0,7,28,Призёр_2
2554,8,Бурятия 7,,7,7,6,0,27,Призёр_3
5629,8,Тюменская 7,,7,7,0,6,27,Призёр_3
6875,8,Хабаровский 7,,7,7,6,0,27,Призёр_3
612,8,Новосибирская 7,,7,7,5,0,26,Призёр_3
