"user_id Класс Регион                          Площадка, этап 1    score_1 score_2 score_3 score_4 score_5 Баллы, 1 этап     Статус"
"2613   9   Ульяновская                     Online (из дома)    100.00    30.00   100.00   82.00    59.00   371   Победитель"
"10219   9   Ростовская                      Online (из дома)    100.00    39.00   100.00   70.00    60.00   369   Победитель"
"7018   9   Вологодская                     Online (из дома)    100.00    0.00    100.00   70.00    98.00   368   Победитель"
"2630   9   Москва                          Online (из дома)    100.00    0.00    100.00   70.00    87.00   357   Победитель"
"1855   9   Свердловская                    Online (из дома)    100.00    27.00   100.00   71.00    54.00   352   Победитель"
"5033   9   Московская                      Online (из дома)    100.00    13.00   100.00   70.00    56.00   339   Победитель"
"1679   9   Башкортостан                    Online (из дома)    100.00    0.00    100.00   60.00    76.00   336   Победитель"
"7986   9   Москва                          Online (из дома)    100.00    0.00    100.00   41.00    95.00   336   Победитель"
"13432   9   Москва                          Online (из дома)    100.00    45.00   100.00   33.00    50.00   328   Победитель"
"15050   9   Москва                          Online (из дома)    100.00    0.00    100.00   78.00    48.00   326   Победитель"
"12657   9   Башкортостан                    Online (из дома)    100.00    0.00    100.00   26.00    76.00   302   Победитель"
"13487   9   Ульяновская                     Online (из дома)    100.00    0.00    100.00   46.00    54.00   300   Победитель"
"15623   9   Свердловская                    Online (из дома)    100.00    0.00    100.00   27.00    73.00   300   Победитель"
"909   9   Башкортостан                    Online (из дома)    100.00    0.00    100.00   35.00    63.00   298   Победитель"
"6103   9   Новосибирская                   Online (из дома)    100.00    6.00    100.00   30.00    48.00   284     Призёр"
"8780   9   Татарстан                       Online (из дома)    100.00    0.00    100.00   82.00    0.00    282     Призёр"
"12529   9   Москва                          Online (из дома)    100.00    0.00    100.00   73.00    0.00    273     Призёр"
"2623   9   Москва                          Online (из дома)    100.00    0.00    100.00   70.00    0.00    270     Призёр"
"12252   9   Пермский                        Online (из дома)    100.00    0.00    100.00   70.00    0.00    270     Призёр"
"12725   9   Ставропольский                  Online (из дома)    100.00    0.00    100.00   70.00    0.00    270     Призёр"
"13270   9   Татарстан                       Online (из дома)    100.00    0.00    100.00   70.00    0.00    270     Призёр"
"15300   9   Ставропольский                  Online (из дома)    100.00    0.00    100.00   70.00    0.00    270     Призёр"
"15686   9   Ставропольский                  Online (из дома)     88.00    0.00    100.00   27.00    52.00   267     Призёр"
"15356   9   Хабаровский                     Online (из дома)    100.00    0.00    100.00   0.00     62.00   262     Призёр"
"3306   9   Москва                          Online (из дома)    100.00    0.00    100.00   59.00    0.00    259     Призёр"
"13113   9   Ивановская                      Online (из дома)    100.00    0.00     61.00   50.00    46.00   257     Призёр"
"1020   9   Кемеровская область - Кузбасс   Online (из дома)    100.00    0.00    100.00   2.00     54.00   256     Призёр"
""
"Page 8"
"11881   9   Московская        Online (из дома)    100.00   0.00   100.00   34.00   20.00   254   Призёр"
"13528   9   Ленинградская     Online (из дома)    100.00   0.00   100.00   0.00    54.00   254   Призёр"
"11841   9   Белгородская      Online (из дома)    100.00   0.00   100.00   51.00   0.00    251   Призёр"
"15551   9   Свердловская      Online (из дома)     96.00   0.00   100.00   0.00    54.00   250   Призёр"
"15951   9   Алтайский         Online (из дома)    100.00   0.00   100.00   11.00   39.00   250   Призёр"
"8350   9   Ульяновская       Online (из дома)    100.00   0.00   100.00   49.00   0.00    249   Призёр"
"7400   9   Тюменская         Online (из дома)     88.00   0.00   100.00   59.00   0.00    247   Призёр"
"5182   9   Липецкая          Online (из дома)    100.00   0.00   100.00   0.00    46.00   246   Призёр"
"13412   9   Санкт-Петербург   Online (из дома)     88.00   0.00   100.00   24.00   33.00   245   Призёр"
"15681   9   Ставропольский    Online (из дома)     92.00   0.00   100.00   11.00   42.00   245   Призёр"
"15744   9   Алтайский         Online (из дома)     96.00   0.00   100.00   0.00    48.00   244   Призёр"
"15683   9   Челябинская       Online (из дома)    100.00   0.00   100.00   42.00   0.00    242   Призёр"
"11981   9   Алтайский         Online (из дома)    100.00   0.00   100.00   41.00   0.00    241   Призёр"
"15898   9   Липецкая          Online (из дома)    100.00   0.00   100.00   33.00   8.00    241   Призёр"
"15097   9   Тюменская         Online (из дома)     88.00   0.00   100.00   50.00   0.00    238   Призёр"
"9872   9   Москва            Online (из дома)    100.00   0.00   100.00   28.00   8.00    236   Призёр"
"11726   9   Краснодарский     Online (из дома)    100.00   0.00   100.00   31.00   0.00    231   Призёр"
"15811   9   Москва            Online (из дома)    100.00   0.00   100.00   31.00   0.00    231   Призёр"
"112   9   Новосибирская     Online (из дома)    100.00   0.00   100.00   30.00   0.00    230   Призёр"
"3849   9   Татарстан         Online (из дома)    100.00   0.00   100.00   29.00   0.00    229   Призёр"
"4614   9   Ивановская        Online (из дома)    100.00   0.00   100.00   29.00   0.00    229   Призёр"
"3214   9   Москва            Online (из дома)    100.00   0.00   100.00   28.00   0.00    228   Призёр"
"4660   9   Бурятия           Online (из дома)    100.00   0.00   100.00   28.00   0.00    228   Призёр"
"15100   9   Алтайский         Online (из дома)    100.00   0.00   100.00   28.00   0.00    228   Призёр"
